,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
RP11-764K9.1,0.03680378703939941,0.05704805469667445,0.1855976141893486,-0.0011033206814220805,0.0746052760838781
PADI4,0.036761392326801756,0.05733496876065597,0.18589078985325658,-0.0011457727763469973,0.07456306008800093
CKB,0.03674801102579127,0.05742577778344544,0.18589078985325658,-0.0011591721609216347,0.07454973516830342
IFIT3,0.03667722588864673,0.05790813462765569,0.18682840772549816,-0.0012300527310404833,0.07447924805554106
PXN,0.03656414088240704,0.058685717623267304,0.18870913179355772,-0.0013432894088815366,0.0743666383836953
SPIDR,0.036529385135526095,0.058926434827261905,0.18901059780018115,-0.0013780915754796688,0.07433202853324822
IFITM1,0.03651351592371987,0.05903661655610593,0.18901059780018115,-0.0013939819516431038,0.0743162259063702
SLC15A3,0.03635912059236298,0.060117546162927735,0.19140873893254,-0.001548582196889268,0.07416247740468011
CPAMD8,0.03631375658961339,0.06043824099914555,0.19198712609441385,-0.001594006062436641,0.07411730311002049
MT1F,0.036255398499164516,0.06085287836904683,0.1928002143097742,-0.001652440932750874,0.0740591888395718
FAM134C,0.03593889483501059,0.06314287157368512,0.19907972029491944,-0.0019693565012401408,0.07374400305474688
MAN2A2,0.035909985637229004,0.06335553903171774,0.1992985325628776,-0.0019983029425230153,0.07371521385461341
NFKBIZ,0.03588759958868799,0.06352062564407342,0.1992985325628776,-0.002020717787199055,0.07369292068384072
NCLN,0.03578262829080486,0.06429948345070755,0.20113017522971083,-0.0021258236060724815,0.07358838439877391
RASAL3,0.035356994726136334,0.06753870733469748,0.20953208563516548,-0.002551994038066868,0.07316450619344358
FRAT1,0.035317878971104735,0.06784300716065828,0.210139921540761,-0.0025911584403639147,0.07312555107073393
MPP7,0.03521620177626744,0.0686392764123938,0.21192923083380824,-0.0026929615444957304,0.07302429088264151
ALDH1A1,0.03512351664258246,0.06937179735929908,0.21385042143033528,-0.002785760767784665,0.072931985197587
LMO2,0.035082416954323445,0.06969866851129895,0.21417704951411834,-0.002826910838231208,0.07289105356224654
C17orf103,0.03498194001318849,0.07050309714543225,0.21630617937498914,-0.0029275104087620727,0.07279098692596415
GPR27,0.03484836126118214,0.07158431020987079,0.21912234410827314,-0.003061251001903035,0.07265795247373193
MXD4,0.03459181658978266,0.0736989047571392,0.2243362265684347,-0.0033181026939650793,0.0724024493839226
