,TAM_corr,TAM_pval,TAM_qval,TAM_ci_low,TAM_ci_high
FAM134C,-0.024015145405168442,0.11418627917579648,0.2871300099933843,-0.05377051246701239,0.005782832277374619
RP11-274B18.2,-0.024021848465837024,0.11408524761598973,0.2871300099933843,-0.05377720000288613,0.005776125571584797
AC092580.4,-0.02402555794132231,0.11402936696797888,0.2871300099933843,-0.05378090088579871,0.005772414077736243
NSMF,-0.024222797602578682,0.11108898969472619,0.2811231575948173,-0.05397768248679876,0.005575065913999263
ZNF467,-0.02427726948762866,0.11028757489812357,0.27980888567503476,-0.054032027461599075,0.005520563654674953
CA11,-0.024290931453301603,0.11008729171454548,0.2798083030112297,-0.05404565756956135,0.005506894043132608
MARVELD1,-0.024434782281100815,0.10799584488099111,0.2751082085528628,-0.054189172285202966,0.005362962033791756
CCDC61,-0.024491353435556088,0.1071820206475463,0.27380579712810044,-0.054245610922537546,0.005306358615427065
RASAL3,-0.02452772384350486,0.10666137114790405,0.2734058919346791,-0.054281896032922064,0.005269967363703475
UNC13D,-0.02453311810741195,0.10658432211034173,0.2734058919346791,-0.05428727763926014,0.0052645700016384555
COX19,-0.024538887517657964,0.10650196347452294,0.2734058919346791,-0.054293033509748144,0.005258797275850357
CTC-338M12.5,-0.024604966291980324,0.10556227726731339,0.27234792990682677,-0.05435895706817336,0.005192680386001246
