Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,positive regulation of cysteine-type endopeptidase activity (GO:2001056),3/62,0.0101413044282993,0.0509806114503695,NLRP3;CYCS;LGMN
GO_Biological_Process_2021,positive regulation of interleukin-1 production (GO:0032732),3/62,0.0101413044282993,0.0509806114503695,CCL3;HSPB1;NLRP3
KEGG_2021_Human,ErbB signaling pathway,3/85,0.0235107913493633,0.0513192542357069,CDKN1A;JUN;HBEGF
KEGG_2021_Human,Spliceosome,4/150,0.0232879500518358,0.0513192542357069,HSPA8;FUS;SRSF2;HSPA1A
GO_Biological_Process_2021,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902235),2/22,0.0108211340686294,0.0529666035990809,HERPUD1;HSPA1A
GO_Biological_Process_2021,"nucleotide-excision repair, DNA duplex unwinding (GO:0000717)",2/22,0.0108211340686294,0.0529666035990809,UBB;UBC
GO_Biological_Process_2021,osteoclast differentiation (GO:0030316),2/22,0.0108211340686294,0.0529666035990809,CSF1R;GPR183
GO_Biological_Process_2021,cellular response to reactive oxygen species (GO:0034614),3/63,0.0105931517817337,0.0529666035990809,JUN;TNFAIP3;NFE2L2
GO_Biological_Process_2021,negative regulation of phosphate metabolic process (GO:0045936),2/22,0.0108211340686294,0.0529666035990809,CDKN1A;PLEK
GO_Biological_Process_2021,negative regulation of lymphocyte activation (GO:0051250),2/22,0.0108211340686294,0.0529666035990809,LAPTM5;TNFAIP3
GO_Biological_Process_2021,regulation of platelet activation (GO:0010543),2/22,0.0108211340686294,0.0529666035990809,THBD;PLEK
GO_Biological_Process_2021,negative regulation of myeloid cell differentiation (GO:0045638),2/22,0.0108211340686294,0.0529666035990809,ZFP36;ZFP36L1
GO_Biological_Process_2021,error-free translesion synthesis (GO:0070987),2/22,0.0108211340686294,0.0529666035990809,UBB;UBC
GO_Biological_Process_2021,negative regulation of biomineral tissue development (GO:0070168),2/22,0.0108211340686294,0.0529666035990809,SRGN;CCL3
KEGG_2021_Human,Non-alcoholic fatty liver disease,4/155,0.0258738275966776,0.0558764574694209,SOCS3;JUN;IL1B;CYCS
GO_Biological_Process_2021,mitotic G1 DNA damage checkpoint signaling (GO:0031571),3/65,0.0115314395405639,0.0562952166547214,BTG2;CDKN1A;RPS27L
GO_Biological_Process_2021,cytoskeleton-dependent intracellular transport (GO:0030705),2/23,0.0117962507960413,0.056403667045339,TUBA1B;TUBB
GO_Biological_Process_2021,positive regulation of cholesterol efflux (GO:0010875),2/23,0.0117962507960413,0.056403667045339,NFKBIA;PLTP
GO_Biological_Process_2021,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240),2/23,0.0117962507960413,0.056403667045339,IL1B;HSPA1A
GO_Biological_Process_2021,regulation of interferon-gamma-mediated signaling pathway (GO:0060334),2/23,0.0117962507960413,0.056403667045339,SOCS3;HSP90AB1
GO_Biological_Process_2021,negative regulation of signal transduction in absence of ligand (GO:1901099),2/23,0.0117962507960413,0.056403667045339,IL1B;HSPA1A
GO_Biological_Process_2021,"nucleotide-excision repair, DNA damage recognition (GO:0000715)",2/23,0.0117962507960413,0.056403667045339,UBB;UBC
GO_Biological_Process_2021,regulation of interleukin-4 production (GO:0032673),2/23,0.0117962507960413,0.056403667045339,NLRP3;HLA-DRB1
GO_Biological_Process_2021,regulation of supramolecular fiber organization (GO:1902903),2/23,0.0117962507960413,0.056403667045339,HSPA8;GPX1
GO_Biological_Process_2021,regulation of GTPase activity (GO:0043087),5/189,0.0119666863896729,0.0570718889353633,RGS1;CCL4;CCL3;RGS10;LIMS1
GO_Biological_Process_2021,cellular response to nutrient levels (GO:0031669),3/66,0.0120179768724068,0.057169915556718,HSPA8;PDK4;CD68
GO_Biological_Process_2021,positive regulation of transforming growth factor beta receptor signaling pathway (GO:0030511),2/24,0.0128084449121972,0.0585349079525474,DAB2;HSP90AB1
GO_Biological_Process_2021,"protein alpha-1,2-demannosylation (GO:0036508)",2/24,0.0128084449121972,0.0585349079525474,UBB;UBC
GO_Biological_Process_2021,positive regulation of viral life cycle (GO:1903902),2/24,0.0128084449121972,0.0585349079525474,CD74;HLA-DRB1
GO_Biological_Process_2021,axon extension (GO:0048675),2/24,0.0128084449121972,0.0585349079525474,HSP90AA1;HSP90AB1
GO_Biological_Process_2021,negative regulation of ossification (GO:0030279),2/24,0.0128084449121972,0.0585349079525474,SRGN;CCL3
GO_Biological_Process_2021,positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),2/24,0.0128084449121972,0.0585349079525474,ATF3;NFE2L2
GO_Biological_Process_2021,negative regulation of neuron differentiation (GO:0045665),2/24,0.0128084449121972,0.0585349079525474,CALR;B2M
GO_Biological_Process_2021,cellular response to catecholamine stimulus (GO:0071870),2/24,0.0128084449121972,0.0585349079525474,NR4A3;PDE4B
GO_Biological_Process_2021,regulation of keratinocyte proliferation (GO:0010837),2/24,0.0128084449121972,0.0585349079525474,ZFP36;ZFP36L1
GO_Biological_Process_2021,lymphocyte activation involved in immune response (GO:0002285),2/24,0.0128084449121972,0.0585349079525474,CD74;GPR183
GO_Biological_Process_2021,platelet degranulation (GO:0002576),4/125,0.012767321271264,0.0585349079525474,SRGN;CD63;PLEK;CD9
GO_Biological_Process_2021,regulation of monooxygenase activity (GO:0032768),2/24,0.0128084449121972,0.0585349079525474,HSP90AA1;IL1B
GO_Biological_Process_2021,positive regulation of cellular response to transforming growth factor beta stimulus (GO:1903846),2/24,0.0128084449121972,0.0585349079525474,DAB2;HSP90AB1
GO_Biological_Process_2021,positive regulation of p38MAPK cascade (GO:1900745),2/24,0.0128084449121972,0.0585349079525474,GADD45B;IL1B
GO_Biological_Process_2021,"nucleotide-excision repair, DNA gap filling (GO:0006297)",2/24,0.0128084449121972,0.0585349079525474,UBB;UBC
GO_Biological_Process_2021,regulation of tumor necrosis factor production (GO:0032680),4/124,0.0124265860449305,0.0585349079525474,ZFP36;CCL3;HSPB1;TNFAIP3
GO_Biological_Process_2021,regulation of tyrosine phosphorylation of STAT protein (GO:0042509),3/68,0.0130260588410748,0.0593835035401941,CSF1R;SOCS3;IL18
GO_Biological_Process_2021,negative regulation of growth (GO:0045926),4/126,0.0131139760930751,0.0596381308878233,RB1;MT2A;CDKN1A;HSPA1A
KEGG_2021_Human,Aldosterone-regulated sodium reabsorption,2/37,0.029086989356807,0.0608727715405343,ATP1B3;SGK1
KEGG_2021_Human,Thyroid cancer,2/37,0.029086989356807,0.0608727715405343,CDKN1A;GADD45B
KEGG_2021_Human,African trypanosomiasis,2/37,0.029086989356807,0.0608727715405343,IL1B;IL18
GO_Biological_Process_2021,cell chemotaxis (GO:0060326),3/69,0.0135476830795762,0.0614602208000287,NR4A1;CXCR4;HBEGF
GO_Biological_Process_2021,energy derivation by oxidation of organic compounds (GO:0015980),2/25,0.0138571396687643,0.0621066982744618,NR4A3;CYCS
GO_Biological_Process_2021,plasma membrane bounded cell projection organization (GO:0120036),4/128,0.0138251794835416,0.0621066982744618,RB1;CSF1R;BTG2;PLEK
GO_Biological_Process_2021,negative regulation of response to endoplasmic reticulum stress (GO:1903573),2/25,0.0138571396687643,0.0621066982744618,HERPUD1;HSPA1A
GO_Biological_Process_2021,regulation of spindle assembly (GO:0090169),2/25,0.0138571396687643,0.0621066982744618,CHMP1B;HSPA1A
GO_Biological_Process_2021,organophosphate ester transport (GO:0015748),2/25,0.0138571396687643,0.0621066982744618,NPC2;PLTP
GO_Biological_Process_2021,cellular response to insulin stimulus (GO:0032869),4/129,0.0141897938968698,0.0634447515581201,INSIG1;NAMPT;PDK4;ZFP36L1
GO_Biological_Process_2021,protein tetramerization (GO:0051262),3/71,0.0146262762708293,0.0649280999134668,SOD2;B2M;HLA-DRB1
GO_Biological_Process_2021,regulation of G1/S transition of mitotic cell cycle (GO:2000045),3/71,0.0146262762708293,0.0649280999134668,RB1;CDKN1A;ID2
GO_Biological_Process_2021,cholesterol homeostasis (GO:0042632),3/71,0.0146262762708293,0.0649280999134668,NPC2;INSIG1;IL18
GO_Biological_Process_2021,cellular response to metal ion (GO:0071248),4/131,0.0149372078906737,0.0652386905060914,MT2A;JUN;B2M;LGMN
GO_Biological_Process_2021,cellular response to drug (GO:0035690),2/26,0.0149417645997822,0.0652386905060914,IL1B;PDE4B
GO_Biological_Process_2021,global genome nucleotide-excision repair (GO:0070911),2/26,0.0149417645997822,0.0652386905060914,UBB;UBC
GO_Biological_Process_2021,negative regulation of cell development (GO:0010721),2/26,0.0149417645997822,0.0652386905060914,IL1B;B2M
GO_Biological_Process_2021,cellular response to hypoxia (GO:0071456),4/131,0.0149372078906737,0.0652386905060914,UBB;UBC;LMNA;ZFP36L1
GO_Biological_Process_2021,negative regulation of interleukin-1 beta production (GO:0032691),2/26,0.0149417645997822,0.0652386905060914,TNFAIP3;NLRP3
GO_Biological_Process_2021,positive regulation of interleukin-2 production (GO:0032743),2/26,0.0149417645997822,0.0652386905060914,IL1B;PDE4B
GO_Biological_Process_2021,sterol homeostasis (GO:0055092),3/72,0.0151833083867555,0.0661380646355161,NPC2;INSIG1;IL18
GO_Biological_Process_2021,response to molecule of bacterial origin (GO:0002237),3/73,0.0157522018974556,0.0682962599749826,IL1B;TNFAIP3;CXCL2
GO_Biological_Process_2021,"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",3/73,0.0157522018974556,0.0682962599749826,HLA-A;CALR;B2M
GO_Biological_Process_2021,cellular response to cadmium ion (GO:0071276),2/27,0.0160617554699877,0.0689950696863214,MT2A;JUN
GO_Biological_Process_2021,negative regulation of endothelial cell apoptotic process (GO:2000352),2/27,0.0160617554699877,0.0689950696863214,TNFAIP3;NFE2L2
GO_Biological_Process_2021,response to glucocorticoid (GO:0051384),2/27,0.0160617554699877,0.0689950696863214,ZFP36;ZFP36L1
GO_Biological_Process_2021,cellular response to unfolded protein (GO:0034620),2/27,0.0160617554699877,0.0689950696863214,HSPA8;HSPA1A
KEGG_2021_Human,Hepatocellular carcinoma,4/168,0.0333793470265453,0.0691429331264153,RB1;CDKN1A;GADD45B;NFE2L2
KEGG_2021_Human,Aldosterone synthesis and secretion,3/98,0.0338619080541487,0.0694340134847697,NR4A2;NR4A1;ATP1B3
GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator (GO:0030330)",3/74,0.0163329818530212,0.0698375775784356,BTG2;CDKN1A;RPS27L
GO_Biological_Process_2021,negative regulation of protein binding (GO:0032091),3/74,0.0163329818530212,0.0698375775784356,CDKN1A;DAB2;B2M
GO_Biological_Process_2021,regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),3/75,0.0169256707844177,0.0722058432546261,UBB;UBC;NFE2L2
KEGG_2021_Human,AGE-RAGE signaling pathway in diabetic complications,3/100,0.0356325626734509,0.0723341022271054,THBD;JUN;IL1B
GO_Biological_Process_2021,cellular response to epidermal growth factor stimulus (GO:0071364),2/28,0.0172165541933967,0.0726140380945985,ZFP36;ZFP36L1
GO_Biological_Process_2021,regulation of protein kinase B signaling (GO:0051896),5/207,0.0171166193802208,0.0726140380945985,HSP90AA1;HSP90AB1;IL18;CCL3;HBEGF
GO_Biological_Process_2021,protein localization to lysosome (GO:0061462),2/28,0.0172165541933967,0.0726140380945985,CD81;LAPTM5
GO_Biological_Process_2021,positive regulation of fibroblast proliferation (GO:0048146),2/28,0.0172165541933967,0.0726140380945985,CD74;CDKN1A
GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239),2/28,0.0172165541933967,0.0726140380945985,IL1B;HSPA1A
GO_Biological_Process_2021,regulation of inflammatory response to antigenic stimulus (GO:0002861),4/137,0.0173271018933287,0.072914953668759,FCGR3A;FCGR2A;CD81;HLA-DRB1
GO_Biological_Process_2021,RNA transport (GO:0050658),3/76,0.0175302887365317,0.0736034696387113,ZFP36;SRSF2;ZFP36L1
GO_Biological_Process_2021,"regulation of transcription, DNA-templated (GO:0006355)",25/2244,0.0176123426047729,0.0737814352362111,ZNF331;RB1;CDKN1A;CREM;LITAF;JUNB;TGIF1;HSPA8;CD74;JUN;FUS;SOD2;NR4A2;NR4A1;KLF6;NR4A3;ID2;IL1B;REL;FOSB;CALR;ATF3;HLA-DRB1;NFE2L2;LIMS1
KEGG_2021_Human,Longevity regulating pathway,3/102,0.0374501941588679,0.0752711823193088,HSPA8;SOD2;HSPA1A
GO_Biological_Process_2021,telomere maintenance via telomerase (GO:0007004),2/29,0.0184056087939708,0.0757398945946589,HSP90AA1;HSP90AB1
GO_Biological_Process_2021,transition metal ion homeostasis (GO:0055076),2/29,0.0184056087939708,0.0757398945946589,B2M;FTL
GO_Biological_Process_2021,response to cadmium ion (GO:0046686),2/29,0.0184056087939708,0.0757398945946589,MT2A;JUN
GO_Biological_Process_2021,hydrogen peroxide metabolic process (GO:0042743),2/29,0.0184056087939708,0.0757398945946589,GPX1;PRDX1
GO_Biological_Process_2021,aggrephagy (GO:0035973),2/29,0.0184056087939708,0.0757398945946589,UBB;UBC
GO_Biological_Process_2021,"nucleotide-excision repair, preincision complex assembly (GO:0006294)",2/29,0.0184056087939708,0.0757398945946589,UBB;UBC
GO_Biological_Process_2021,MyD88-dependent toll-like receptor signaling pathway (GO:0002755),2/29,0.0184056087939708,0.0757398945946589,UBB;UBC
GO_Biological_Process_2021,negative regulation of interferon-gamma production (GO:0032689),2/29,0.0184056087939708,0.0757398945946589,LAPTM5;HLA-DRB1
GO_Biological_Process_2021,antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),3/78,0.0187753797298161,0.0770909631290463,HLA-A;CALR;B2M
KEGG_2021_Human,T cell receptor signaling pathway,3/104,0.0393145537252148,0.0782436706492021,NFKBIA;JUN;MAP3K8
GO_Biological_Process_2021,positive regulation of ubiquitin-dependent protein catabolic process (GO:2000060),3/79,0.0194158808509432,0.0790233212715006,DAB2;LAPTM5;HSPA1A
GO_Biological_Process_2021,positive regulation of GTPase activity (GO:0043547),5/214,0.0194629673856081,0.0790233212715006,RGS1;CCL4;CCL3;RGS10;LIMS1
GO_Biological_Process_2021,cell projection organization (GO:0030030),2/30,0.0196283733480824,0.0790233212715006,GSN;PLEK
GO_Biological_Process_2021,TRIF-dependent toll-like receptor signaling pathway (GO:0035666),2/30,0.0196283733480824,0.0790233212715006,UBB;UBC
GO_Biological_Process_2021,negative regulation of interleukin-1 production (GO:0032692),2/30,0.0196283733480824,0.0790233212715006,TNFAIP3;NLRP3
GO_Biological_Process_2021,RNA-dependent DNA biosynthetic process (GO:0006278),2/30,0.0196283733480824,0.0790233212715006,HSP90AA1;HSP90AB1
GO_Biological_Process_2021,negative regulation of NF-kappaB transcription factor activity (GO:0032088),3/79,0.0194158808509432,0.0790233212715006,NFKBIA;TNFAIP3;NLRP3
GO_Biological_Process_2021,plasma membrane invagination (GO:0099024),2/30,0.0196283733480824,0.0790233212715006,MSR1;GSN
GO_Biological_Process_2021,protein localization to organelle (GO:0033365),4/142,0.0194911844061,0.0790233212715006,PPP1R15A;LMNA;CALR;CD68
GO_Biological_Process_2021,regulation of fat cell differentiation (GO:0045598),3/80,0.0200683672325323,0.0802734689301294,ZFP36;ID2;ZFP36L1
GO_Biological_Process_2021,negative regulation of cell cycle (GO:0045786),3/80,0.0200683672325323,0.0802734689301294,RB1;NR4A1;BTG2
GO_Biological_Process_2021,negative regulation of cellular component organization (GO:0051129),3/80,0.0200683672325323,0.0802734689301294,DNAJB1;HSPA8;HSPA1A
GO_Biological_Process_2021,regulation of cell growth (GO:0001558),5/217,0.0205301420006463,0.0819443436077302,RB1;CDKN1A;SGK1;CXCL16;HSPA1A
GO_Biological_Process_2021,regulation of interleukin-8 production (GO:0032677),3/81,0.0207328471647539,0.0824730630952877,CD74;IL1B;HSPA1A
GO_Biological_Process_2021,positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052),2/31,0.0208843079128389,0.0824730630952877,LAPTM5;CTSC
GO_Biological_Process_2021,negative regulation of DNA binding (GO:0043392),2/31,0.0208843079128389,0.0824730630952877,NFKBIA;JUN
GO_Biological_Process_2021,MyD88-independent toll-like receptor signaling pathway (GO:0002756),2/31,0.0208843079128389,0.0824730630952877,UBB;UBC
GO_Biological_Process_2021,positive regulation of mononuclear cell migration (GO:0071677),2/31,0.0208843079128389,0.0824730630952877,CALR;LGMN
GO_Biological_Process_2021,cellular response to topologically incorrect protein (GO:0035967),2/32,0.0221728784846559,0.0862794016348536,HSPA8;HSPA1A
GO_Biological_Process_2021,ERBB2 signaling pathway (GO:0038128),2/32,0.0221728784846559,0.0862794016348536,HSP90AA1;HBEGF
GO_Biological_Process_2021,hematopoietic progenitor cell differentiation (GO:0002244),2/32,0.0221728784846559,0.0862794016348536,CSF1R;PLEK
GO_Biological_Process_2021,regulation of chemotaxis (GO:0050920),2/32,0.0221728784846559,0.0862794016348536,GPR183;CXCR4
GO_Biological_Process_2021,superoxide metabolic process (GO:0006801),2/32,0.0221728784846559,0.0862794016348536,PRDX1;SOD2
GO_Biological_Process_2021,negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144),2/32,0.0221728784846559,0.0862794016348536,DAB2;CALR
GO_Biological_Process_2021,regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),2/32,0.0221728784846559,0.0862794016348536,RB1;ID2
GO_Biological_Process_2021,anaphase-promoting complex-dependent catabolic process (GO:0031145),3/84,0.0227982981125629,0.0885278381823947,RB1;UBB;UBC
GO_Biological_Process_2021,negative regulation of defense response (GO:0031348),3/85,0.0235107913493633,0.0903513882434209,RB1;TNFAIP3;NLRP3
GO_Biological_Process_2021,neuron projection extension (GO:1990138),2/33,0.0234935569285037,0.0903513882434209,HSP90AA1;HSP90AB1
GO_Biological_Process_2021,regulation of cholesterol efflux (GO:0010874),2/33,0.0234935569285037,0.0903513882434209,NFKBIA;PLTP
GO_Biological_Process_2021,positive regulation of protein catabolic process (GO:0045732),3/85,0.0235107913493633,0.0903513882434209,HSP90AA1;IL1B;TNFAIP3
GO_Biological_Process_2021,positive regulation of cholesterol transport (GO:0032376),2/33,0.0234935569285037,0.0903513882434209,NFKBIA;PLTP
GO_Biological_Process_2021,positive regulation of endothelial cell migration (GO:0010595),3/86,0.0242352870814882,0.0927523332748314,HSPB1;CALR;LGMN
GO_Biological_Process_2021,response to interleukin-1 (GO:0070555),3/86,0.0242352870814882,0.0927523332748314,IL1B;CCL4;CCL3
GO_Biological_Process_2021,positive regulation of DNA binding (GO:0043388),2/34,0.0248458209374022,0.0937387970457771,RB1;PLAUR
